시장명,시장유형,소재지도로명주소,소재지지번주소,시장개설주기,위도,경도,점포수,취급품목,사용가능상품권,홈페이지주소,공중화장실보유여부,주차장보유여부,개설연도,전화번호,데이터기준일자,제공기관코드,제공기관명
고한구공탄시장(고한시장),상설장,강원특별자치도 정선군 고한읍 고한 4길 38-6,강원특별자치도 정선군 고한읍 고한리 62-14,매일,37.20132076,128.8540526,90,농산물+축산물+수산물+가공식품+의류+신발+가정용품+음식점,,,Y,Y,1967,033-591-4989,2025-11-10,B553077,소상공인시장진흥공단
광양5일시장,상설장,전라남도 광양시 광양읍 백운로 3,전라남도 광양시 광양읍 목성리 696-3,1일+6일,34.97115451,127.5904463,97,농산물+축산물+수산물+가공식품+의류+신발+가정용품+음식점,,,Y,Y,1964,061-762-9805,2025-11-10,B553077,소상공인시장진흥공단
원통시장,상설장,강원특별자치도 인제군 북면 원통로 178번길 7-1,강원특별자치도 인제군 북면 원통리 647-40,2일+7일,38.1225741,128.204617,56,농산물+축산물+수산물+가공식품+의류+신발+가정용품+음식점+근린생활서비스,,,Y,Y,1956,033-461-2385,2025-11-10,B553077,소상공인시장진흥공단
기린전통시장,상설장+4일장,강원특별자치도 인제군 기린면 기린로 17,강원특별자치도 인제군 기린면 현리 640-3,4일+9일,37.95397964,128.3168509,93,농산물+축산물+가공식품+의류+신발+음식점,,,N,N,1956,,2025-11-10,B553077,소상공인시장진흥공단
민속풍물시장,상설장,강원특별자치도 원주시 풍물시장길 30,강원특별자치도 원주시 평원동 134-1,2일+7일,37.34898786,127.9541184,109,농산물+축산물+수산물+가공식품+의류+신발+가정용품+음식점,,,Y,Y,1989,033-746-9114,2025-11-10,B553077,소상공인시장진흥공단
북원상가시장,상설장,강원특별자치도 원주시 북원상가길 13,강원특별자치도 원주시 태장동 1379-23,매일,37.38439475,127.9488481,34,축산물+의류+신발+가정용품,,,Y,Y,1991,033-742-7338,2025-11-10,B553077,소상공인시장진흥공단
도래미시장,상설장,강원특별자치도 원주시 자유시장길 26,강원특별자치도 원주시 중앙동 42-3,매일,37.35170226,127.9496495,78,농산물+축산물+수산물+가공식품+의류+신발+음식점,,,Y,Y,1983,033-748-3658,2025-11-10,B553077,소상공인시장진흥공단
미로예술원주중앙시장(원주중앙시장),상설장,강원특별자치도 원주시 중앙시장길 6,강원특별자치도 원주시 중앙동 60-56,매일,37.35000952,127.9491994,545,농산물+축산물+가공식품+의류+신발+음식점,,,Y,Y,1965,033-743-2570,2025-11-10,B553077,소상공인시장진흥공단
조공시장,상설장,경기도 부천시 소사구 안곡로 29,경기도 부천시 소사구 괴안동 70-20,매일,37.47917913,126.805766,55,농산물+축산물+가공식품+의류+음식점,,,N,N,1987,032-343-2539,2025-11-10,B553077,소상공인시장진흥공단
문막시장,상설장+3일장,강원특별자치도 원주시 문막읍 문막시장1길 52-10,강원특별자치도 원주시 문막읍 문막리 240-1,3일+8일,37.30602942,127.8153678,90,농산물+축산물+수산물+가공식품+의류+신발+가정용품+음식점,,,Y,Y,1959,,2025-11-10,B553077,소상공인시장진흥공단
원주남부시장,상설장,강원특별자치도 원주시 치악로 1803,강원특별자치도 원주시 명륜동 26,매일,37.34301479,127.9544052,205,농산물+축산물+수산물+가공식품+의류+신발+가정용품+음식점,,,Y,Y,1965,033-766-1110,2025-11-10,B553077,소상공인시장진흥공단
서부공설시장,상설장,강원특별자치도 영월군 영월읍 서부시장길 8-1,강원특별자치도 영월군 영월읍 하송리 5-10,매일,37.18292558,128.4663073,41,농산물+축산물+수산물+가공식품+의류+음식점,,,Y,Y,1959,033-372-5500,2025-11-10,B553077,소상공인시장진흥공단
영월종합상가시장,상설장,강원특별자치도 영월군 영월읍 하송안길,,매일,,,100,농산물+의류+신발+가정용품+음식점,,,Y,Y,1985,033-374-5296,2025-11-10,B553077,소상공인시장진흥공단
대야전통시장,상설장,전북특별차치도 군산시 대야면 대야시장로 7-1,전북특별차치도 군산시 대야면 산월리 400-9,1일+6일,35.9448597,126.816085,70,농산물+근린생활서비스,,,Y,Y,1965,,2025-11-10,B553077,소상공인시장진흥공단
역전종합시장,상설장,전북특별차치도 군산시 구암3 1로 13-1,전북특별차치도 군산시 대명동 138-3,매일,35.98046443,126.7209989,104,농산물+축산물+수산물+가공식품+의류+신발+가정용품+음식점,,,Y,Y,1965,063-443-0475,2025-11-10,B553077,소상공인시장진흥공단
군산주공시장,상설장,전북특별차치도 군산시 하나운안1길 39,전북특별차치도 군산시 나운동 836-11,매일,35.96576624,126.6954417,38,농산물,,,Y,Y,1985,063-461-0567,2025-11-10,B553077,소상공인시장진흥공단
흥덕전통시장,4일장,전북특별차치도 고창군 흥덕면 흥덕시장길 3,전북특별차치도 고창군 흥덕면 흥덕리 240-4,4일+9일,35.52058772,126.7002195,10,농산물+축산물+수산물+가공식품+의류+가정용품,,,Y,Y,1965,,2025-11-10,B553077,소상공인시장진흥공단
해리전통시장,4일장,전북특별차치도 고창군 해리면 해리중앙로 64-12,전북특별차치도 고창군 해리면 하련리 685-55,4일+9일,35.45865884,126.5422037,29,농산물+수산물+의류,,,Y,Y,1965,,2025-11-10,B553077,소상공인시장진흥공단
상하전통시장,상설장,전북특별차치도 고창군 상하면 상하1길 8-3,전북특별차치도 고창군 상하면 하장리 939-3,1일+6일,35.44409017,126.4917538,22,농산물+수산물+가공식품+의류+가정용품+음식점,,,Y,Y,1974,,2025-11-10,B553077,소상공인시장진흥공단
무장전통시장,5일장,전북특별차치도 고창군 무장면 왕제산로 725,전북특별차치도 고창군 무장면 무장리 85-1,5일+10일,35.41442783,126.5605985,29,농산물+수산물+가공식품+의류,,,Y,Y,1965,,2025-11-10,B553077,소상공인시장진흥공단
대산전통시장,상설장,전북특별차치도 고창군 대산면 공음대산로 935,전북특별차치도 고창군 대산면 매산리 200-13,2일+7일,35.34010335,126.598984,67,농산물,,,Y,Y,1967,,2025-11-10,B553077,소상공인시장진흥공단
고창전통시장,상설장+3일장,전북특별차치도 고창군 고창읍 동리로 62-11,전북특별차치도 고창군 고창읍 읍내리 367,3일+8일,35.43267051,126.6987727,74,농산물+축산물+수산물+가공식품+의류+신발+가정용품+음식점,,,Y,Y,1965,063-564-3097,2025-11-10,B553077,소상공인시장진흥공단
화순고인돌전통시장,3일장,전라남도 화순군 화순읍 시장길 42,전라남도 화순군 화순읍 삼천리 621,3일+8일,35.05909434,126.9833988,100,농산물+축산물+수산물+가공식품+의류+신발+가정용품+음식점,,,Y,Y,1964,061-375-0330,2025-11-10,B553077,소상공인시장진흥공단
이양전통시장,4일장,전라남도 화순군 이양면 이양로 29-19,전라남도 화순군 이양면 이양리 303-3,4일+9일,34.88259402,126.9868735,11,의류+신발+가정용품+근린생활서비스,,,Y,Y,1964,,2025-11-10,B553077,소상공인시장진흥공단
사평전통시장,5일장,전라남도 화순군 사평면 사평길 26,전라남도 화순군 사평면 사평리 1049-90,5일+10일,35.00537383,127.0975835,52,농산물+수산물+가공식품+의류+신발+가정용품+음식점,,,Y,N,1964,,2025-11-10,B553077,소상공인시장진흥공단
동복전통시장,상설장,전라남도 화순군 동복면 동복시장길 19,전라남도 화순군 동복면 천변리 92,2일+7일,35.07163148,127.1257557,20,농산물+수산물+가공식품+가정용품,,,N,N,1910,,2025-11-10,B553077,소상공인시장진흥공단
능주전통시장,5일장,전라남도 화순군 능주면 학포로 1955,전라남도 화순군 능주면 관영리 94-8,5일+10일,34.99091732,126.959364,45,농산물+수산물+가공식품+의류+신발+가정용품+음식점,,,Y,Y,1923,061-372-1178,2025-11-10,B553077,소상공인시장진흥공단
남리5일시장,3일장,전라남도 해남군 황산면 시등로 111-11,전라남도 해남군 황산면 남리리 7,3일+8일,34.57532321,126.4324845,40,농산물+수산물+의류+가정용품,,,Y,Y,1964,,2025-11-10,B553077,소상공인시장진흥공단
화원5일시장,5일장,,전라남도 해남군 화원면 금평리 239,5일+10일,34.66949685,126.3282268,7,농산물+수산물,,,Y,Y,1964,,2025-11-10,B553077,소상공인시장진흥공단
해남읍5일시장,상설장,전라남도 해남군 해남읍 중앙2로 76,전라남도 해남군 해남읍 고도리 102-4,1일+6일,34.56878428,126.5971547,97,농산물+수산물+의류+신발+음식점,,,Y,Y,1964,061-536-4963,2025-11-10,B553077,소상공인시장진흥공단
송지산정5일시장,상설장,전라남도 해남군 송지면 산정1길 96,전라남도 해남군 송지면 산정리 772-3,2일+7일,34.36966913,126.5191941,40,농산물+수산물+의류,,,Y,Y,1967,,2025-11-10,B553077,소상공인시장진흥공단
우수영5일시장,4일장,,전라남도 해남군 문내면 동외리 919-17,4일+9일,34.5969017,126.311316,18,농산물+수산물+가공식품+가정용품+음식점,,,Y,Y,1964,,2025-11-10,B553077,소상공인시장진흥공단
북평면남창5일시장,상설장,전라남도 해남군 북평면 달량진길 48-11,전라남도 해남군 북평면 남창리 1279-1,2일+7일,34.40453441,126.6267107,16,농산물+수산물+신발+음식점,,,Y,Y,1964,,2025-11-10,B553077,소상공인시장진흥공단
좌일5일시장,3일장,전라남도 해남군 북일면 만월길 26-1,전라남도 해남군 북일면 흥촌리 161,3일+8일,34.46385571,126.6725613,,농산물+축산물,,,Y,Y,1964,,2025-11-10,B553077,소상공인시장진흥공단
해보시장,3일장,전라남도 함평군 해보면 밀재로 1274-12,전라남도 함평군 해보면 금덕리 414-9,3일+8일,35.18104709,126.6025443,28,농산물+수산물+가공식품+의류+신발+가정용품+음식점,,,Y,Y,1943,,2025-11-10,B553077,소상공인시장진흥공단
인천모래내전통시장,상설장,인천광역시 남동구 호구포로810번길 42-8,인천광역시 남동구 구월동 1263-5,매일,37.45420055,126.7214949,197,농산물+축산물+수산물+가공식품+의류+신발+가정용품+음식점+근린생활서비스,,http://moraenaemarket.com,Y,Y,1982,032-471-1427,2025-11-10,B553077,소상공인시장진흥공단
월야시장,5일장,전라남도 함평군 월야면 밀재로 1504-5,전라남도 함평군 월야면 월야리 713-69,5일+10일,35.17926742,126.626782,22,농산물+수산물+가공식품+의류+신발+가정용품+음식점,,,Y,Y,1981,,2025-11-10,B553077,소상공인시장진흥공단
진도상설전통시장,상설장,전라남도 진도군 진도읍 남동1길 57-8,전라남도 진도군 진도읍 남동리 487-5,매일,34.48135668,126.2649029,13,농산물+수산물,,,Y,Y,1985,,2025-11-10,B553077,소상공인시장진흥공단
진도읍조금시장,상설장,전라남도 진도군 진도읍 조금시장길 25,전라남도 진도군 진도읍 남동리 731,2일+7일,34.48155399,126.257340,41,농산물+수산물+의류+가정용품+음식점,,,Y,Y,1964,,2025-11-10,B553077,소상공인시장진흥공단
회진시장,상설장,전라남도 장흥군 회진면 회진중앙길 9-13,전라남도 장흥군 회진면 회진리 2138-12,매일,34.4820345,126.9403546,15,농산물+수산물+의류+음식점,,,Y,N,1982,,2025-11-10,B553077,소상공인시장진흥공단
함열시장,상설장,전북특별차치도 익산시 함열읍 2길 8,전북특별차치도 익산시 와리 565-26,2일+7일,,,20,농산물+의류+가정용품,,,Y,Y,2004,,2025-11-10,B553077,소상공인시장진흥공단
여산시장,상설장,전북특별차치도 익산시 서촌2길 22-1,전북특별차치도 익산시 여산면 여산리 412-4,1일+6일,36.05890563,127.083244,12,농산물,,,Y,Y,1963,,2025-11-10,B553077,소상공인시장진흥공단
익산장(익산북부장),상설장+4일장,전북특별차치도 익산시 인북로 11길 27,전북특별차치도 익산시 남중동 35-9,4일+9일,35.9512294,126.9567719,126,농산물,,,Y,Y,2008,063-853-2661,2025-11-10,B553077,소상공인시장진흥공단
가좌시장,상설장,인천광역시 서구 장고개로337번길18의19,인천광역시 서구 가좌2동 30-48,매일,37.4933969,126.684576,114,농산물+축산물+수산물+가공식품+의류+신발+가정용품+음식점+근린생활서비스,,,Y,N,1987,032-584-5006,2025-11-10,B553077,소상공인시장진흥공단
익산금마시장,상설장,전북특별차치도 익산시 금마면 고도길 58,전북특별차치도 익산시 금마면 동고도리 701-2,2일+7일,35.99217754,127.0534309,30,농산물,,,Y,Y,1959,,2025-11-10,B553077,소상공인시장진흥공단
삼례시장,상설장+3일장,전북특별차치도 완주군 삼례읍 삼봉로 6,전북특별차치도 완주군 삼례읍 삼례리 923-8,3일+8일,35.91068557,127.0737715,54,가공식품+의류+가정용품+음식점,,,Y,Y,1964,063-291-8899,2025-11-10,B553077,소상공인시장진흥공단
부평문화의거리,상설장,인천광역시 부평구 부평문화로 78-2,인천광역시 부평구 부평동 201-1,매일,37.49408359,126.7250106,203,의류+신발+음식점,,,Y,Y,1982,032-511-5890,2025-11-10,B553077,소상공인시장진흥공단
고산미소시장,상설장,전북특별차치도 완주군 고산면 남봉로 135,전북특별차치도 완주군 고산면 읍내리 887,매일,35.97444053,127.2048167,30,농산물+축산물+가공식품,,,Y,Y,2023,063-262-0119,2025-11-10,B553077,소상공인시장진흥공단
순창시장,상설장,전북특별차치도 순창군 순창읍 남계로 58,전북특별차치도 순창군 순창읍 남계리 800,1일+6일,35.37187647,127.1450592,127,농산물+수산물,,,Y,Y,1965,063-653-3432,2025-11-10,B553077,소상공인시장진흥공단
동계시장,상설장,전북특별차치도 순창군 동계면 동계로 22,전북특별차치도 순창군 동계면 현포리 623,2일+7일,35.43954095,127.2397976,20,농산물+수산물+가정용품,,,Y,Y,1931,,2025-11-10,B553077,소상공인시장진흥공단
줄포시장,상설장,전북특별차치도 부안군 줄포면 부안로 865,전북특별차치도 부안군 줄포면 줄포리 728-3,1일+6일,35.58760184,126.6768543,28,음식점,,,Y,Y,1965,063-580-4117,2025-11-10,B553077,소상공인시장진흥공단
부안상설시장,상설장,전북특별차치도 부안군 부안읍 부풍로 47,전북특별차치도 부안군 부안읍 서외리 21,매일,35.72709542,126.7329492,190,농산물+축산물+수산물+가공식품+의류+신발+가정용품+음식점,,,Y,Y,1965,063-584-3070,2025-11-10,B553077,소상공인시장진흥공단
안성시장(덕유산장터),상설장+5일장,전북특별차치도 무주군 안성면 칠연로 38,전북특별차치도 무주군 안성면 장기리 1511-6,5일+10일,35.86627446,127.6535366,26,농산물+수산물+가공식품+의류+신발+가정용품+음식점,,,Y,Y,1950,063-323-1102,2025-11-10,B553077,소상공인시장진흥공단
설천시장(삼도봉장터),상설장,전북특별차치도 무주군 설천면 삼도봉로 11,전북특별차치도 무주군 설천면 소천리 904-29,2일+7일,36.0099056,127.7880133,14,농산물+가공식품+의류+가정용품+음식점,,,Y,Y,1988,,2025-11-10,B553077,소상공인시장진흥공단
