관리번호,공원명,공원구분,소재지도로명주소,소재지지번주소,위도,경도,공원면적,공원보유시설(운동시설),공원보유시설(유희시설),공원보유시설(편익시설),공원보유시설(교양시설),공원보유시설(기타시설),지정고시일,관리기관명,전화번호,데이터기준일자,제공기관코드,제공기관명
48860-00023,단성면문화공원,문화공원,,경상남도 산청군 단성면 성내리 120,35.29897036,127.9600644,11158,테니스+운동기구,놀이터,화장실,,야외공연장,2015-11-26,경상남도 산청군청,055-970-7334,2025-12-22,5450000,경상남도 산청군
48860-00022,생초조각공원,문화공원,,경상남도 산청군 생초면 어서리 777,35.49210913,127.8314383,32400,,,,조각공원,산청박물관,2002-05-07,경상남도 산청군청,055-970-7222,2025-12-22,5450000,경상남도 산청군
48860-00021,한마음어린이공원,어린이공원,,경상남도 산청군 산청읍 옥산리 449-10,35.41530813,127.8748758,3144,운동기구,분수대,,,주차장+쉼터,2012-06-21,경상남도 산청군청,055-970-7313,2025-12-22,5450000,경상남도 산청군
48860-00020,한마음공원,소공원,,경상남도 산청군 산청읍 옥산리 267,35.414304,127.874196,5300,,,,,주차장+쉼터,2009-11-12,경상남도 산청군청,055-970-7313,2025-12-22,5450000,경상남도 산청군
48860-00019,단계근린공원,근린공원,경상남도 산청군 신등면 신차로 500-4,경상남도 산청군 신등면 단계리 769-7,35.37703097,128.010943,11599,축구장,,,,주차장,2009-10-29,경상남도 산청군청,055-970-7222,2025-12-22,5450000,경상남도 산청군
48860-00018,장승배기생태공원,수변공원,경상남도 산청군 신등면 신등가회로113번길 18,경상남도 산청군 신등면 양전리 163,35.38709463,128.0121845,33024,게이트볼+농구+테니스+풋살+족구,,화장실,,주차장,2008-11-17,경상남도 산청군청,055-970-7222,2025-12-22,5450000,경상남도 산청군
48860-00017,생초체육공원,체육공원,경상남도 산청군 생초면 생초로 10,경상남도 산청군 생초면 어서리 213,35.49289543,127.8384142,28986,축구장+테니스장,,화장실,,주차장,2006-11-16,경상남도 산청군청,055-970-6433,2025-12-22,5450000,경상남도 산청군
48860-00016,묵곡공원,근린공원,,경상남도 산청군 단성면 묵곡리 938,35.2800276,127.9647323,142549,축구장+인라인스케이트장,놀이터,화장실,,주차장,2006-10-26,경상남도 산청군청,055-970-6942,2025-12-22,5450000,경상남도 산청군
48860-00015,선비촌공원,근린공원,,경상남도 산청군 시천면 사리 900-48,35.27502451,127.8471361,21600,그라운드골프장,,화장실,민속놀이마당,,2003-10-30,경상남도 산청군청,055-970-7313,2025-12-22,5450000,경상남도 산청군
48860-00003,적벽산공원,근린공원,경상남도 산청군 신안면 지리산대로 3487-5,경상남도 산청군 신안면 하정리 773-15,35.30404652,127.971483,75565,운동기구,,전망대,,쉼터,1996-05-29,경상남도 산청군청,055-970-7313,2025-12-22,5450000,경상남도 산청군
48860-00002,산청공원,근린공원,경상남도 산청군 산청읍 친환경로 2653번길 15,경상남도 산청군 산청읍 산청리 25,35.4188149,127.8763054,47598,운동기구,,화장실+전망대,,쉼터+충혼탑,1978-05-01,경상남도 산청군청,055-970-7313,2025-12-22,5450000,경상남도 산청군
48220-00061,소공원21,소공원,,경상남도 통영시 용남면 동달리 1438-2,34.87215144,128.4439719,957.6,,,휴게쉼터,,,2020-01-23,경상남도 통영시청,055-650-1422,2026-01-22,5330000,경상남도 통영시
48220-00060,북신3공원,어린이공원,,경상남도 통영시 북신동 715,34.8517225,128.4257607,5586.4,,어린이놀이터,,,,2010-02-11,경상남도 통영시청,055-650-1422,2026-01-22,5330000,경상남도 통영시
48220-00059,산양공원,체육공원,,경상남도 통영시 산양읍 남평리 754,34.80031829,128.396332,250287,축구장+야구장+농구장+인라이스케이트장,,화장실+주차장,,,2004-04-30,경상남도 통영시청,055-650-1422,2026-01-22,5330000,경상남도 통영시
48220-00058,한산대첩병선마당공원,역사공원,,경상남도 통영시 항남동 129-2,34.84040523,128.4246281,8593,,,화장실+주차장,,,2009-03-31,경상남도 통영시청,055-650-1422,2026-01-22,5330000,경상남도 통영시
48220-00054,죽림7공원,어린이공원,,경상남도 통영시 광도면 죽림리 1582-89,34.87576728,128.4204447,1520.4,,어린이놀이터,,,,2009-05-28,경상남도 통영시청,055-650-1422,2026-01-22,5330000,경상남도 통영시
48220-00053,죽림6공원,어린이공원,,경상남도 통영시 광도면 죽림리 1570-12,34.88535849,128.4187625,7248,,어린이놀이터,,,,2009-05-28,경상남도 통영시청,055-650-1422,2026-01-22,5330000,경상남도 통영시
48220-00052,죽림4공원,어린이공원,,경상남도 통영시 광도면 죽림리 1576,34.88222458,128.4158265,4722,,어린이놀이터,,,,2009-05-28,경상남도 통영시청,055-650-1422,2026-01-22,5330000,경상남도 통영시
48220-00051,죽림3공원,어린이공원,,경상남도 통영시 광도면 죽림리 1577-2,34.87837015,128.4142225,3281,,어린이놀이터,,,,2009-05-28,경상남도 통영시청,055-650-1422,2026-01-22,5330000,경상남도 통영시
48220-00050,죽림5공원,어린이공원,,경상남도 통영시 광도면 죽림리 1568,34.88344862,128.4159328,2598,,어린이놀이터,,,,2009-05-15,경상남도 통영시청,055-650-1422,2026-01-22,5330000,경상남도 통영시
48220-00048,북신2공원,어린이공원,,경상남도 통영시 무전동 1015-2,34.8588362,128.4218807,2740,,어린이놀이터,,,,2002-07-30,경상남도 통영시청,055-650-1422,2026-01-22,5330000,경상남도 통영시
48220-00047,북신1공원,어린이공원,,경상남도 통영시 무전동 1064,34.86197248,128.4268587,2210,,어린이놀이터,,,,2002-07-30,경상남도 통영시청,055-650-1422,2026-01-22,5330000,경상남도 통영시
48220-00045,도남1공원,어린이공원,경상남도 통영시 서송정2길 25,경상남도 통영시 봉평동 81-1,34.83148034,128.4205355,1558,,어린이놀이터,,,,1989-06-03,경상남도 통영시청,055-650-1422,2026-01-22,5330000,경상남도 통영시
48220-00039,도남2공원,어린이공원,경상남도 통영시 데메3길 37-30,경상남도 통영시 도남동 484-1,34.8277235,128.4224514,1928,,어린이놀이터,,,,1989-06-03,경상남도 통영시청,055-650-1422,2026-01-22,5330000,경상남도 통영시
48220-00038,동달공원,어린이공원,,경상남도 통영시 용남면 동달리 1007,34.86839509,128.4425612,2876,,,휴게쉼터,,,1987-05-29,경상남도 통영시청,055-650-1422,2026-01-22,5330000,경상남도 통영시
48220-00037,북신공원,어린이공원,,경상남도 통영시 북신동 706,34.85636443,128.4247898,1502,,어린이놀이터,,,,1985-12-10,경상남도 통영시청,055-650-1422,2026-01-22,5330000,경상남도 통영시
48220-00035,내죽도공원,수변공원,,경상남도 통영시 광도면 죽림리 1574-3,34.88129712,128.4207613,28530,,분수대,쉼터+화장실+주차장,,분수대,2010-06-24,경상남도 통영시청,055-650-1422,2026-01-22,5330000,경상남도 통영시
48220-00034,해양관광공원,근린공원,경상남도 통영시 미수해안로 45,경상남도 통영시 미수동 913-22,34.82984394,128.4060523,38395,암벽장+풋살장,정글짐+어린이놀이터,화장실+주차장,,,2006-02-23,경상남도 통영시청,055-650-1422,2026-01-22,5330000,경상남도 통영시
48220-00033,북신공원,수변공원,,경상남도 통영시 무전동 1053,34.86276598,128.4208341,41663,농구장,바닥분수,화장실+주차장,,,1994-02-08,경상남도 통영시청,055-650-1422,2026-01-22,5330000,경상남도 통영시
48220-00032,20호 소공원,소공원,,경상남도 통영시 도산면 법송리 1379,34.89210663,128.375041,2935,,,휴게쉼터,,,2017-11-23,경상남도 통영시청,055-650-1422,2026-01-22,5330000,경상남도 통영시
48220-00030,18호 소공원,소공원,,경상남도 통영시 도산면 법송리 1373,34.89289238,128.3713355,6151.6,,,휴게쉼터,,,2017-11-23,경상남도 통영시청,055-650-1422,2026-01-22,5330000,경상남도 통영시
48220-00029,죽림소공원,소공원,,경상남도 통영시 광도면 죽림리 1576,34.88222458,128.4158265,1073,,어린이놀이터,,,,2015-11-26,경상남도 통영시청,055-650-1422,2026-01-22,5330000,경상남도 통영시
48220-00028,법송공원,소공원,,경상남도 통영시 도산면 법송리 1409,34.89097102,128.3682282,3113.6,,,휴게쉼터,,,2015-02-11,경상남도 통영시청,055-650-1422,2026-01-22,5330000,경상남도 통영시
48220-00027,황리공원,소공원,,경상남도 통영시 광도면 황리 1350-74,34.96412246,128.4049749,1391,,어린이놀이터,,,,2013-12-20,경상남도 통영시청,055-650-1422,2026-01-22,5330000,경상남도 통영시
48220-00026,용남 2공원,소공원,,경상남도 통영시 용남면 동달리 1438,34.87239623,128.4433922,628,,,휴게쉼터,,,2012-09-19,경상남도 통영시청,055-650-1422,2026-01-22,5330000,경상남도 통영시
48220-00012,도천테마파크,문화공원,,경상남도 통영시 도천동 148,34.83842732,128.4136274,7169,,,화장실+주차장,전시장,,2010-08-06,경상남도 통영시청,055-650-1422,2026-01-22,5330000,경상남도 통영시
48220-00010,남망산공원,문화공원,경상남도 통영시 남망공원길 29(동호동),경상남도 통영시 동호동 230-1,34.84232391,128.4286276,152311,수영장,,화장실+주차장,문화회관+조각공원,,1969-01-13,경상남도 통영시청,055-650-1422,2026-01-22,5330000,경상남도 통영시
48220-00006,안정근린공원,근린공원,,경상남도 통영시 광도면 안정리 2051,34.95141203,128.4127051,46199.5,,,주차장,,,2002-07-30,경상남도 통영시청,055-650-1422,2026-01-22,5330000,경상남도 통영시
48220-00005,미륵공원,근린공원,경상남도 통영시 발개로 205,경상남도 통영시 도남동 349-1,34.82665041,128.4251243,1451745,,케이블카+루지,전망대+휴게음식점+유스호스텔+화장실+주차장,,,1998-12-30,경상남도 통영시청,055-650-1422,2026-01-22,5330000,경상남도 통영시
48220-00004,망일공원,근린공원,경상남도 통영시 멘데해안길 205 (정량동),경상남도 통영시 정량동 683,34.84428513,128.4422951,904767.8,,어린이놀이터,전망대+화장실+주차장,생태학습원,,1994-02-08,경상남도 통영시청,055-650-1422,2026-01-22,5330000,경상남도 통영시
48220-00003,문화공원,근린공원,,경상남도 통영시 서호동 9,34.8444535,128.4200172,25633,,,화장실+주차장,서포루 복원지,,1986-07-01,경상남도 통영시청,055-650-1422,2026-01-22,5330000,경상남도 통영시
48220-00002,원문공원,근린공원,,경상남도 통영시 용남면 장문리 995,34.8692203,128.4176014,171797,,,화장실+주차장,,,1986-07-01,경상남도 통영시청,055-650-1422,2026-01-22,5330000,경상남도 통영시
48220-00001,당동공원,근린공원,경상남도 통영시 통영터널로 15-28 (당동),경상남도 통영시 당동 321,34.83704069,128.4061134,264352,,,화장실+주차장,,,1969-01-13,경상남도 통영시청,055-650-1422,2026-01-22,5330000,경상남도 통영시
47840-00018,옥성3공원,소공원,,경상북도 성주군 대가면 옥성리 750-2,35.9097783,128.2271123,1843,,,,,,,,,2026-01-16,5210000,경상북도 성주군
47840-00017,옥련1공원,소공원,,경상북도 성주군 대가면 옥련리 263-11,35.910913,128.2276252,493,,,,,,,,,2026-01-16,5210000,경상북도 성주군
47840-00016,신파3공원,어린이공원,경상북도 성주군 수륜면 참별로 882-9,경상북도 성주군 수륜면 신파리 86,35.8300914,128.1965012,2220,,,,,,,,,2026-01-16,5210000,경상북도 성주군
47840-00015,학산체육공원,체육공원,,경상북도 성주군 성주읍 학산리 909,35.9405557,128.2907655,20687,,,,,,,,,2026-01-16,5210000,경상북도 성주군
47840-00014,고분군사적공원,역사공원,경상북도 성주군 성주읍 성산4길 37,경상북도 성주군 성주읍 성산리 822,35.9066742,128.2983407,207089,,,,,,,,,2026-01-16,5210000,경상북도 성주군
47840-00013,옥성2공원,어린이공원,,경상북도 성주군 대가면 옥성리 755-1,35.9221451,128.2818218,2031,,,,,,,,,2026-01-16,5210000,경상북도 성주군
47840-00012,백전공원 2,어린이공원,경상북도 성주군 성주읍 성주순환로1길 17-13,경상북도 성주군 성주읍 백전리 646,35.9216748,128.278651,2975,,,,,,,,,2026-01-16,5210000,경상북도 성주군
47840-00011,예산공원 3,어린이공원,,경상북도 성주군 성주읍 예산리 849,35.9262128,128.2844737,1600,,,,,,,,,2026-01-16,5210000,경상북도 성주군
47840-00010,사곡공원 2,어린이공원,,경상북도 성주군 성주읍 성산리 2099-1,35.9187896,128.2903973,1400,,,,,,,,,2026-01-16,5210000,경상북도 성주군
47840-00009,옥성1공원,어린이공원,,경상북도 성주군 대가면 옥성리 755-3,35.9094129,128.2296484,1734,,,,,,,,,2026-01-16,5210000,경상북도 성주군
47840-00008,사곡공원,어린이공원,,경상북도 성주군 성주읍 예산리 791-4,35.9219001,128.2900209,1968,,,,,,,,,2026-01-16,5210000,경상북도 성주군
47840-00007,예산공원 2,어린이공원,,경상북도 성주군 성주읍 백전리 684,35.922930,128.2814922,3510,,,,,,,,,2026-01-16,5210000,경상북도 성주군
47840-00006,학산소공원,소공원,,경상북도 성주군 성주읍 학산리 948,35.9388092,128.297265,4198,,,,,,,,,2026-01-16,5210000,경상북도 성주군
47840-00005,금산소공원,소공원,,경상북도 성주군 성주읍 금산리 1291,35.9440939,128.2849482,656,,,,,,,,,2026-01-16,5210000,경상북도 성주군
47840-00004,신파2공원,소공원,,경상북도 성주군 수륜면 신파리 56-6,35.8330439,128.1933429,949,,,,,,,,,2026-01-16,5210000,경상북도 성주군
47840-00003,세록공원,근린공원,,경상북도 성주군 성주읍 예산리 516,35.9216564,128.2826511,33953,,,,,,,,,2026-01-16,5210000,경상북도 성주군
47840-00002,학산공원,근린공원,,경상북도 성주군 성주읍 금산리 1245,35.9385612,128.2881425,15000,,,,,,,,,2026-01-16,5210000,경상북도 성주군
47840-00001,성밖숲공원,근린공원,,경상북도 성주군 성주읍 경산리 446-1,35.916265,128.2794186,26450,,,,,,,,,2026-01-16,5210000,경상북도 성주군
46230-00160,가야산 시민휴식공간,어린이공원,,전라남도 광양시 마동276-7,34.95617752,127.710725,1266300,,,,,,,전라남도 광양시 공원과,061-797-4979,2025-11-28,4840000,전라남도 광양시
46230-00159,마동 체육공원2,어린이공원,,전라남도 광양시 마동 700-10,34.9527678,127.6935954,200,,,,,,,전라남도 광양시 공원과,061-797-4979,2025-11-28,4840000,전라남도 광양시
46230-00158,마동 체육공원1,어린이공원,,전라남도 광양시 마동 700-10,34.9527678,127.6935954,200,,,,,,,전라남도 광양시 공원과,061-797-4979,2025-11-28,4840000,전라남도 광양시
46230-00157,중동17,어린이공원,,전라남도 광양시 중동 1774-5,34.93268625,127.699361,283,,,,,,,전라남도 광양시 공원과,061-797-4979,2025-11-28,4840000,전라남도 광양시
46230-00156,성황1호,근린공원,,전라남도 광양시 성황동 1951,34.933385,127.676876,5291.7,,,,,,,전라남도 광양시 공원과,061-797-4979,2025-11-28,4840000,전라남도 광양시
46230-00155,도이1공원,근린공원,,전라남도 광양시 성황동 1934,34.933639,127.675066,5565.4,,,,,,,전라남도 광양시 공원과,061-797-4979,2025-11-28,4840000,전라남도 광양시
46230-00154,성황5호,소공원,,전라남도 광양시 성황동 1979,34.936428,127.681446,5106.9,,,,,,,전라남도 광양시 공원과,061-797-4979,2025-11-28,4840000,전라남도 광양시
